squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price_in_thousands
42674,36,0,1,5,9068,3,3,2014,1,1,4636,286,177,0,7,4269.28
97134,61,1,0,68,14507,6,4,2019,0,1,8966,5077,602,1,7,9718.66
47264,49,1,1,23,56118,10,5,1995,0,0,3771,5179,427,1,5,4732.24
94457,17,1,0,82,64835,4,2,1991,0,0,308,9297,755,0,8,9455.82
17346,74,0,1,79,12046,1,4,1990,1,1,9506,8061,465,0,3,1740.67
60443,27,1,0,29,75789,9,5,2020,0,1,6197,2105,663,1,5,6050.12
42870,46,1,1,49,70226,7,1,2002,0,1,6199,6950,461,0,2,4299.63
95116,62,1,1,46,46638,8,2,2017,0,1,4422,1122,579,0,3,9518.91
7591,98,0,1,59,48020,3,2,1996,1,0,1337,6613,234,1,3,765.42
96352,25,1,1,31,24492,9,8,2019,0,0,9789,1023,636,0,8,9643.64
20346,93,0,0,57,81460,2,8,1996,0,1,9419,4171,695,0,0,2039.15
90111,94,1,0,30,77398,8,4,2008,1,0,1346,3328,994,0,5,9014.25
59738,38,0,0,35,95952,1,8,2002,1,1,7656,1171,718,1,1,5975.68
86933,58,0,0,7,90450,6,9,1991,1,1,2580,6875,610,1,2,8694.3
83019,10,0,1,79,21246,5,2,1993,1,0,9536,5524,432,1,5,8307.34
12643,90,1,1,78,29965,7,10,2011,0,1,7673,9748,120,0,8,1278.16
40911,43,1,1,2,82355,6,10,2012,0,0,3691,9423,109,0,8,4100.23
25388,26,0,1,78,41754,6,6,2010,0,0,7886,8093,782,1,6,2547.05
20556,91,0,0,24,68663,10,5,2004,1,0,4270,3469,765,1,7,2057.99
83841,3,0,0,69,80933,10,10,2005,1,1,8304,7730,345,1,9,8390.03
13349,65,0,1,18,3147,1,3,2004,1,0,6039,7110,602,1,4,1339.46
32267,51,1,1,59,23473,10,8,2019,0,0,4674,6809,179,0,2,3235.16
30018,49,1,1,29,14808,10,3,2003,1,1,6324,8145,753,1,7,3008.09
98701,69,1,1,81,27428,10,6,1992,0,0,8524,7051,202,0,4,9879.54
79441,54,1,0,84,84220,10,4,2011,0,1,1381,5879,405,0,3,7949.53
75898,97,0,1,6,33301,2,10,1990,1,1,6591,6169,411,0,8,7592.06
26682,7,1,1,6,55531,8,4,2001,0,1,3514,1056,636,1,8,2675.37
18053,51,0,0,5,411,1,1,2000,1,0,174,9186,675,0,7,1805.82
5322,71,1,0,98,94910,9,6,1993,1,0,7013,7784,260,0,7,541.6
60187,59,0,1,23,33304,10,6,1999,1,1,7472,4565,353,1,0,6023.64
61734,24,1,0,79,12079,9,1,1994,0,0,3764,6375,484,1,9,6180.31
59564,62,1,1,17,72033,1,3,2000,0,1,705,6703,515,1,1,5962.9
8607,17,0,0,14,40275,3,4,1992,0,1,1627,465,504,0,1,862.45
49904,72,0,1,78,95247,1,6,2011,0,0,8497,7263,944,0,3,4995.94
18642,62,0,0,65,990,3,8,2013,0,1,195,2385,666,1,7,1865.86
81362,72,0,1,72,6551,9,7,1994,1,1,6047,2565,716,1,6,8144.5
65904,84,0,1,47,32271,3,1,2002,0,0,1605,3922,155,1,0,6596.49
8096,90,1,0,27,30060,4,6,1992,0,1,2672,3488,762,0,1,815.55
18441,89,1,0,24,70598,1,2,2003,0,0,8764,2745,875,1,10,1849.32
86614,65,0,1,63,15680,10,6,1996,0,1,1472,8750,919,1,1,8671.19
11583,49,0,1,9,49595,6,6,2012,0,0,8636,4794,549,0,4,1161.98
78046,5,0,0,62,25074,6,4,2005,1,1,4371,5277,478,1,3,7810.52
10500,88,0,1,49,10533,10,1,2013,1,1,4170,5501,422,0,5,1057.02
91532,10,0,0,86,34847,8,3,2020,0,0,9729,9281,303,1,1,9156.55
55804,97,0,1,100,39023,2,9,2021,1,0,5922,9003,779,1,1,5594.14
96843,25,1,0,66,6005,3,10,2011,0,0,7338,148,202,0,6,9688.92
69246,63,1,0,29,43940,5,3,1995,1,1,4516,5884,154,0,3,6927.72
21818,55,1,1,76,67738,3,4,2011,0,0,5746,3337,220,1,8,2195.16
40934,51,0,0,41,30430,6,9,2018,1,1,1270,185,530,0,7,4096.88
40790,69,0,0,54,92006,8,8,2002,0,1,9799,5122,745,1,7,4080.34
87853,26,0,1,54,52083,6,9,2011,0,0,5587,6821,297,1,4,8789.95
16145,57,1,1,24,40052,3,10,2008,1,0,3209,791,265,0,8,1624.35
7859,89,1,1,60,96443,10,4,2018,0,1,6257,7630,258,1,1,796.54
90703,61,0,1,15,57243,9,5,2002,1,0,96,2565,192,1,7,9072.79
70367,63,1,0,19,82251,8,1,2015,0,1,8131,2786,635,1,0,7043.1
71164,54,1,0,38,88076,6,2,2019,0,1,5473,2296,638,1,4,7121.66
88844,45,0,1,25,66148,10,4,2021,1,1,1565,3127,758,1,5,8887.86
80596,84,0,1,74,88574,8,2,1999,0,0,2388,2017,984,1,8,8065.72
75972,70,0,1,3,46878,10,5,2006,1,1,1197,2505,972,0,4,7601.49
37647,64,1,0,7,42480,8,9,2017,0,0,7865,155,558,0,8,3770.39
8308,74,1,1,10,15425,2,4,2021,1,1,5579,2468,283,0,9,837.63
88935,70,1,1,28,41025,4,5,2002,1,1,5359,5273,680,0,4,8903.3
92867,56,0,0,71,51553,3,7,2011,0,1,2813,9482,325,0,3,9289.81
70080,72,0,0,98,87769,7,7,2014,0,1,9477,8862,686,0,7,7018.06
16909,23,0,1,49,40566,1,5,2016,1,0,8251,5932,715,1,0,1696.77
52948,91,1,1,10,3750,8,9,1994,1,0,190,1341,114,1,6,5301.69
27881,8,0,0,92,11901,10,8,1995,1,1,8449,434,405,0,3,2797.85
42065,22,0,0,68,19479,1,1,2001,1,1,7010,6508,108,1,4,4210.62
44053,17,1,0,55,70068,9,3,2004,1,0,6586,382,258,0,3,4413.3
29310,74,0,0,3,78117,9,4,2000,1,0,10,5197,968,1,9,2932.14
62816,59,1,1,56,87765,8,6,2010,1,1,7894,8574,116,0,9,6295.64
88561,37,1,0,49,11254,6,4,1994,1,0,4582,9155,726,1,1,8860.45
69355,73,0,1,93,29861,9,6,2013,1,0,3625,4568,796,1,1,6942.88
52649,43,0,1,54,1438,8,7,2004,1,0,908,3248,503,1,7,5272.35
38947,91,0,0,76,27246,8,5,1996,0,1,1230,9710,867,1,4,3897.02
24490,36,0,0,87,31922,3,6,2009,1,1,837,7635,174,0,10,2452.01
87964,74,1,1,68,63936,5,7,1999,0,1,799,9190,624,0,3,8803.57
92438,35,1,0,99,23151,7,5,2005,1,0,374,2440,160,1,9,9255.86
67360,62,1,0,77,19166,4,9,1994,1,1,297,8071,413,0,4,6748.34
94394,79,0,0,94,91254,9,10,2006,0,1,8167,7372,891,0,10,9441.85
94943,96,0,1,21,48388,9,10,1991,1,0,6589,7628,917,1,1,9497.26
18316,97,0,0,3,68804,10,5,1991,1,0,5804,2070,846,1,9,1832.67
66972,19,0,1,52,18612,4,3,2009,1,1,7292,740,967,0,9,6701.38
68824,39,1,0,73,92105,4,9,2010,1,1,393,4853,449,1,7,6892.72
99750,4,1,1,1,29213,2,5,2011,1,0,5609,1496,786,0,2,9982.52
93283,87,0,1,25,38486,10,7,1996,1,0,4915,7580,378,1,9,9333.63
94541,78,1,0,67,47070,1,4,2003,0,1,6902,3043,501,0,10,9460.44
97110,95,0,1,21,19698,6,8,2018,1,1,6780,3819,240,1,5,9717.35
43037,78,0,1,82,62592,7,10,2015,0,1,8444,2540,426,0,5,4310.52
62592,47,1,0,30,92892,4,10,2017,0,0,6845,1485,833,0,7,6262.69
13414,59,1,1,16,81829,4,6,2014,1,1,6223,571,477,0,5,1350.23
86467,68,0,1,22,9328,3,6,2014,0,0,1035,8000,561,1,8,8650.67
6912,47,0,0,2,40554,3,4,2016,0,0,3458,2396,264,1,1,691.63
12632,47,1,0,94,4729,2,1,2012,0,1,2646,9310,633,1,9,1271.36
60759,17,0,0,51,37882,9,4,2006,1,0,5665,2866,885,1,7,6079.35
93615,68,1,0,41,35209,10,2,1995,0,1,9355,3902,792,0,1,9368.51
72070,75,0,1,98,62777,1,3,1999,1,0,2666,130,316,0,2,7220.92
51589,83,0,1,43,55528,6,10,1998,1,0,7867,7522,819,1,5,5167.45
87294,92,1,0,80,86427,4,7,1992,1,1,7378,8728,575,1,2,8740.01
62039,56,0,0,41,42570,8,7,2006,1,0,1876,5443,905,0,4,6205.36
16174,26,1,0,100,2858,9,4,2010,1,1,6699,199,550,1,1,1632.4
74097,11,0,0,29,63180,1,5,2003,1,1,1337,9731,588,0,7,7411.6
54843,45,0,0,16,76054,8,2,2015,0,1,8934,5916,703,1,2,5486.7
52369,28,0,1,70,70463,5,1,2009,1,1,8986,3346,120,0,2,5249.66
90665,76,1,1,100,46863,4,9,2005,1,1,9168,6368,892,0,6,9077.97
53020,64,0,1,79,84702,7,6,1996,1,0,5586,4626,637,0,5,5309.89
71236,77,1,0,92,56337,4,10,2007,1,1,2227,5735,680,1,1,7129.06
22136,56,0,0,100,93052,3,4,2012,0,0,6358,7861,304,1,3,2217.45
55974,55,0,1,12,82707,1,1,2009,1,0,878,2727,225,1,10,5601.53
56284,58,1,0,5,42113,8,10,2019,0,0,2349,8390,372,0,6,5632.96
43020,3,0,1,75,35526,2,9,2012,0,1,2367,322,946,1,2,4306.9
52370,73,0,1,23,23845,9,8,1997,1,0,9018,166,625,1,5,5242.86
11259,26,0,1,82,34780,10,4,2010,1,0,902,3876,125,1,7,1134.96
19185,89,1,0,84,18893,6,2,1996,1,1,8514,1414,221,0,8,1926.15
58599,96,0,0,97,10671,1,9,2010,0,0,140,8153,935,0,3,5862.28
73441,90,1,1,82,96436,3,2,2014,1,0,8391,569,565,1,2,7352.48
99869,63,0,1,15,64932,5,7,2001,1,1,5894,5049,826,0,10,9990.64
32778,83,0,1,76,53696,8,6,2015,0,1,6818,5182,856,1,8,3287.0
43503,94,1,0,34,12841,6,8,2000,1,0,4752,6325,427,0,2,4357.29
50707,39,1,0,71,4149,3,1,2000,1,1,2882,2239,832,0,6,5081.67
42537,43,0,0,74,63714,5,2,2010,1,0,6399,7712,547,0,4,4256.42
80678,15,1,1,34,1942,10,7,1992,0,0,6074,291,697,1,7,8073.05
26659,18,1,1,88,78689,10,8,1990,0,1,2832,9254,378,0,2,2677.31
72425,80,0,1,83,95208,10,7,2002,0,0,49,937,794,1,8,7252.78
58234,22,0,1,9,88730,3,9,2005,0,0,7746,7144,445,1,5,5826.68
78993,50,1,0,72,7305,7,8,2007,1,1,7677,6177,107,0,2,7905.91
16565,91,0,0,95,80977,6,6,2005,0,1,6950,7323,826,1,1,1663.38
61905,14,1,1,76,50586,10,4,2015,0,0,9730,9870,712,1,5,6200.31
21129,95,0,0,21,82225,1,5,2007,1,1,9162,5547,764,1,2,2115.0
2011,61,1,1,37,88163,4,10,2019,1,0,9543,5105,975,0,2,208.44
59302,85,1,1,31,10324,4,5,2007,1,0,4968,6928,826,1,7,5940.17
72580,79,1,1,84,69700,10,2,1996,1,1,9378,2358,409,0,1,7269.92
16187,31,1,1,22,16768,4,5,2014,1,1,8179,2845,587,1,1,1626.14
2838,5,0,1,82,71414,3,5,1992,1,1,8811,8161,899,1,0,287.89
15807,34,1,0,33,58996,7,2,2020,1,0,4263,9085,951,0,8,1587.8
96040,23,0,0,27,82968,5,9,1997,0,1,323,3817,269,1,8,9606.11
7042,17,0,1,32,64941,7,2,2012,1,0,9907,1932,728,1,4,711.17
43859,14,0,0,8,17643,4,9,2021,1,0,35,3697,780,1,5,4386.68
85490,75,0,1,63,64191,2,1,1992,1,1,392,3256,103,1,10,8554.82
82131,3,1,1,73,19368,7,7,2002,1,1,1908,4359,714,0,5,8222.31
82196,64,1,1,28,99620,3,1,1990,0,1,5632,1470,167,0,4,8227.72
76559,85,1,1,71,16128,9,6,2007,1,0,6140,7356,156,0,5,7667.38
51329,27,0,0,63,37986,9,4,1990,1,1,7702,5317,745,0,7,5137.92
55971,94,0,0,30,90769,6,10,2001,0,1,4596,5164,284,0,3,5600.41
42217,74,1,1,83,58719,3,7,2009,1,1,752,2812,710,0,5,4228.21
20666,83,1,0,57,74967,4,1,1994,1,1,5379,3285,984,0,1,2072.49
17806,85,1,1,48,6342,1,10,2004,0,1,9635,1507,825,1,4,1788.96
3237,82,1,0,99,56257,4,9,2008,0,1,7466,8347,202,0,10,333.54
92594,8,0,1,27,30190,5,2,2016,0,1,5612,9224,124,1,1,9265.54
99085,61,1,0,41,82878,2,4,2010,1,0,920,8849,313,0,3,9916.84
91334,54,1,0,97,79832,9,4,1997,0,1,1841,5309,768,0,3,9142.86
44513,65,0,1,49,45227,3,4,2013,1,1,425,9967,813,0,5,4457.78
44539,24,0,0,23,91046,2,4,2007,0,1,3795,7571,595,0,2,4454.84
67583,99,1,0,99,87357,10,2,2000,1,0,5587,7535,638,1,3,6769.15
81164,24,1,1,40,59977,8,9,2005,0,0,2828,3953,749,1,0,8122.77
45587,15,1,0,41,49543,9,6,2010,1,0,8068,345,280,1,3,4563.74
52141,9,0,0,35,66739,9,4,2010,0,1,8712,3429,487,1,6,5215.58
73568,8,0,0,29,3053,6,7,1998,0,0,6621,9469,464,1,0,7358.23
62384,72,1,0,36,60292,2,2,2005,0,1,7856,2731,536,0,1,6242.45
32758,51,1,1,81,73053,6,10,2021,0,1,7548,1005,678,0,1,3282.19
58882,25,1,0,60,32960,2,10,2008,0,0,1708,387,313,1,5,5894.43
98616,23,0,0,59,59814,10,3,2011,1,1,6929,6676,304,1,10,9863.7
59730,70,1,1,24,87768,2,10,1993,1,0,431,3219,760,1,1,5981.35
33622,77,0,1,73,93239,7,5,2014,1,0,8902,8490,340,0,1,3371.93
75571,9,1,1,16,20558,6,6,2021,0,1,7754,9493,449,1,4,7563.3
84058,64,0,0,99,14929,3,7,2004,1,0,8861,6626,429,0,2,8415.76
56812,100,0,0,46,46298,4,4,2013,1,1,2325,7614,190,0,5,5683.57
34074,32,1,0,96,22464,5,5,1991,0,0,67,1403,707,1,9,3416.83
23763,94,0,1,99,83447,8,8,2004,0,0,9676,8321,539,1,9,2384.04
14750,30,1,0,12,18525,7,9,2014,1,1,5905,6651,643,1,8,1478.39
83790,59,0,0,75,43163,10,10,2020,0,0,1272,7127,458,0,1,8383.75
50241,82,1,0,57,53936,1,6,2001,0,1,4696,959,497,0,0,5029.86
20683,36,0,1,96,11479,4,2,1995,1,1,528,6421,576,1,8,2076.68
20863,41,0,0,2,16923,1,3,2019,0,0,1601,3742,485,0,7,2086.59
9026,51,1,0,28,85842,1,5,2000,1,0,779,9037,482,0,10,904.8
45403,29,1,1,6,31613,10,7,2002,0,1,6257,4430,543,0,8,4547.04
50223,34,0,0,80,98357,8,9,2016,1,0,5747,5952,839,0,3,5030.38
85300,98,1,0,64,93491,5,9,2002,1,0,8803,6687,768,0,3,8536.65
43621,28,0,0,62,97969,2,9,2010,1,1,9613,2783,902,0,8,4364.04
57764,85,1,1,91,92959,5,4,1995,1,1,4558,267,442,0,9,5785.3
86433,56,0,0,5,68065,3,5,2015,0,1,8138,5351,166,1,5,8644.33
51309,53,0,1,6,44580,5,10,1997,0,1,3727,6350,840,1,6,5135.62
49407,4,0,0,68,99200,8,9,2008,1,0,6894,7813,805,1,5,4947.08
88065,89,0,0,20,14222,4,2,2003,0,0,450,9679,831,0,4,8808.06
59252,15,1,0,27,70569,10,10,1994,1,1,3994,3476,315,0,7,5931.51
187,96,1,1,46,10784,7,2,2019,0,0,9680,5250,134,0,10,26.53
42586,54,1,1,67,75388,8,3,2014,1,0,5326,5962,394,0,10,4267.96
64834,64,1,0,17,15351,7,7,2013,0,0,3719,5893,546,1,7,6490.26
68043,34,0,1,66,95378,7,10,2012,1,0,705,28,672,1,0,6814.85
95441,70,0,1,65,3574,6,10,2017,1,1,2841,3067,404,1,3,9555.0
61647,46,1,0,43,64030,1,10,2019,1,0,1313,5453,803,0,10,6172.52
87908,29,1,0,99,3091,8,2,2006,1,0,41,8008,464,0,6,8797.52
10902,77,1,0,29,58057,3,5,1996,1,1,817,1834,582,0,8,1096.34
30373,42,1,0,41,89715,4,3,2011,0,1,3669,6108,894,1,3,3044.2
53753,36,1,1,30,74481,8,9,2008,0,1,4438,8213,352,0,2,5383.16
92655,54,0,0,77,12209,7,4,1996,0,0,4932,4411,765,1,4,9267.28
13591,18,1,0,28,62003,6,6,1990,1,1,1561,5983,735,0,4,1367.02
7038,24,1,1,41,98533,2,1,2019,1,0,2452,3280,877,0,2,708.8
49388,53,1,1,54,9537,1,5,2009,0,1,9135,6612,621,1,0,4949.24
39535,44,1,0,30,30130,3,6,1996,0,0,5352,7444,946,1,4,3958.5
65611,61,0,1,23,88748,9,9,1999,1,0,5046,6181,963,0,7,6563.94
48289,68,1,0,19,51010,3,7,2015,1,0,8842,4008,734,1,0,4835.24
86571,73,0,0,23,10242,6,1,2007,0,1,778,6179,582,0,1,8658.31
79833,76,1,0,84,49077,6,10,1996,0,0,29,1181,507,1,6,7996.01
25363,38,0,0,37,79675,2,1,2000,1,1,1104,6025,480,1,0,2538.41
1866,41,0,0,8,81499,3,5,2000,1,0,1421,387,176,1,0,187.47
15075,90,1,1,75,50736,3,8,2012,1,0,2223,8313,503,0,4,1516.87
66263,51,0,1,4,28641,1,7,2020,0,0,9244,7982,371,1,8,6628.37
43944,40,1,0,69,5581,10,5,2012,0,1,7466,6556,735,1,6,4403.33
77440,35,0,0,25,17773,7,1,2012,1,0,3420,8216,879,1,6,7746.88
87627,33,0,1,89,38054,7,9,1999,0,1,2149,2956,146,1,4,8769.19
87443,48,1,1,41,92187,2,9,2012,0,0,2921,9771,810,1,6,8747.35
99099,42,1,1,31,63806,10,9,2005,1,1,4838,1739,535,1,9,9915.65
73176,77,0,0,20,75187,9,6,1997,1,1,6319,3616,712,1,1,7320.33
21857,93,1,0,16,35864,6,4,2006,0,1,8040,8580,147,0,5,2191.31
54097,26,0,0,98,42242,2,9,2016,0,1,6986,8792,181,0,5,5416.87
12179,32,0,1,65,27269,3,9,1992,1,1,4646,5840,796,0,6,1224.99
83300,84,1,0,100,16305,8,4,2001,0,0,3231,7316,423,1,8,8338.07
58297,91,0,1,1,40305,4,4,1999,0,0,9958,3361,247,0,0,5833.42
37793,34,0,1,55,22570,7,4,1996,1,1,7075,9413,555,0,0,3786.14
91204,91,1,1,10,59198,7,2,1990,0,1,1974,1536,994,1,2,9127.5
70742,95,1,1,99,90573,4,1,1993,0,1,552,1971,261,1,2,7091.01
57577,17,0,0,24,45344,7,1,2013,0,0,789,1481,451,1,1,5759.31
82506,77,0,1,78,3587,5,2,1999,0,0,2437,6232,871,1,0,8260.45
18780,88,0,1,77,33989,9,8,1994,0,1,4010,4344,767,1,8,1889.78
82244,81,0,1,28,17611,2,4,2001,0,1,391,2077,936,0,3,8231.44
24040,90,0,1,93,79188,1,8,2015,0,0,6085,6578,665,0,10,2412.25
23860,51,1,1,3,78591,6,4,2017,0,0,8995,6202,648,0,8,2394.38
40170,56,1,0,65,78898,5,5,2021,1,0,5171,222,766,0,2,4027.46
50114,15,1,1,14,44365,2,9,2001,1,1,1870,7534,386,1,9,5019.92
3661,50,1,1,24,1138,3,8,2007,1,0,6186,862,613,0,7,372.56
78124,19,0,0,54,58120,8,8,1998,0,0,5301,9404,156,0,5,7817.27
4263,20,0,1,26,36521,7,6,2002,0,0,6579,4499,987,0,9,433.15
82458,93,0,1,14,37295,4,9,2001,1,1,5165,3909,624,1,7,8250.5
45229,94,0,1,66,46242,3,10,2004,0,1,5560,2896,497,0,5,4531.31
40943,76,0,0,32,56741,8,10,2010,1,0,8104,1905,855,0,7,4097.63
42078,22,1,0,91,93568,7,8,1998,0,1,9661,9245,789,0,5,4218.28
88491,74,0,1,87,9505,10,6,2018,0,1,5702,2444,712,0,2,8860.07
20510,13,1,0,72,91415,1,9,2007,0,0,8079,1743,930,1,8,2061.34
9698,67,0,1,23,93785,1,7,2020,1,1,2257,4133,383,0,2,972.46
49274,96,0,0,44,25305,5,5,2006,1,0,1721,8291,201,0,5,4932.27
43717,57,0,0,99,36508,3,7,2002,0,1,4893,9700,342,1,2,4381.56
61398,100,1,1,43,14985,1,2,1993,0,0,573,7922,368,1,1,6151.35
94540,98,1,1,20,74321,2,1,2012,1,0,5199,1873,568,0,2,9460.7
15194,12,1,0,4,76222,2,3,2009,1,0,1987,8788,443,0,0,1523.75
20537,98,0,0,44,9560,2,1,1994,0,1,7671,1046,610,0,6,2056.27
47476,85,1,1,92,8848,2,5,2020,0,0,8099,9268,866,1,2,4761.61
60278,96,0,1,38,27336,10,10,2020,1,1,1956,934,269,1,4,6032.04
59816,55,0,0,8,39743,10,8,2019,0,0,5919,1635,154,1,10,5982.82
47553,58,1,1,65,44658,8,7,2020,1,1,8116,8875,252,0,1,4766.56
48884,58,1,0,32,15276,1,7,2010,1,0,311,1098,729,0,9,4895.28
34956,3,1,1,93,64314,7,8,2003,1,1,7769,5202,849,0,10,3508.1
41043,1,0,0,78,35311,1,10,1993,1,0,5723,8928,603,1,4,4105.84
34477,75,1,1,17,88031,10,8,2001,0,0,6183,7824,771,1,6,3453.95
54338,29,1,1,55,79710,10,9,2008,1,0,8801,7475,325,0,10,5445.33
54520,29,0,0,66,18657,5,5,2007,1,0,7599,8461,925,0,6,5457.27
50219,96,1,0,54,23667,9,6,2003,0,1,8051,8796,965,1,0,5025.98
86393,19,0,1,14,79437,3,6,2010,1,1,5153,2888,745,1,6,8643.98
30803,39,1,0,49,63428,2,10,2004,0,0,3551,8633,968,1,6,3085.9
76712,48,0,1,10,49336,2,2,2001,1,1,3408,1120,543,0,1,7675.39
92033,42,1,1,7,24427,10,7,2019,0,0,7109,7844,745,0,6,9207.6
76183,69,0,0,41,35703,9,2,1996,0,1,2290,4191,648,0,0,7620.09
30566,10,1,0,20,57709,8,9,2004,1,1,6890,3207,869,1,10,3061.32
55575,65,0,1,64,58248,8,7,2001,0,1,6170,3102,244,0,6,5563.12
27810,99,1,1,47,96227,10,5,1992,1,1,7025,2844,222,1,3,2792.64
5340,86,0,0,44,13348,2,10,2011,0,0,2155,7363,419,1,2,538.17
59049,94,0,0,91,23174,10,5,2008,1,0,7928,3725,746,0,9,5910.9
36334,63,1,1,13,83625,9,10,2007,0,1,150,5804,468,0,5,3640.48
83615,21,1,1,76,85872,5,6,2011,0,1,3893,4165,740,0,4,8367.43
14608,33,0,1,88,73583,10,10,2021,0,1,5507,4311,780,0,3,1468.44
94723,15,0,1,23,58166,4,2,1996,1,1,9540,5091,439,1,10,9476.46
86276,45,1,0,93,36645,6,10,2008,1,1,895,925,895,1,1,8635.65
67040,60,1,1,22,1690,4,8,1993,1,0,4817,5222,927,0,0,6714.25
51477,14,1,1,26,42991,5,9,2021,0,1,480,5076,271,1,4,5152.8
98857,85,1,0,15,57725,2,3,2016,1,1,854,8646,116,1,3,9889.9
3880,24,1,1,85,10042,1,6,2013,0,0,8299,9128,246,0,6,394.03
1863,16,1,1,22,59808,7,5,2010,1,0,2578,4996,490,0,0,190.78
94744,36,0,1,12,32003,5,6,2010,1,1,252,2959,212,1,10,9477.53
44726,77,0,1,73,53094,10,7,1991,0,0,1142,6377,496,1,5,4480.48
16551,19,0,0,65,87457,5,5,2017,1,0,2960,4783,900,0,4,1659.46
91047,45,0,0,65,41065,8,2,1999,0,0,7241,1060,757,1,1,9109.26
6704,83,1,1,59,94479,8,10,2012,1,1,7171,3023,822,1,1,682.12
38551,8,1,1,74,55782,9,1,2002,0,0,7991,2202,133,0,0,3867.23
39383,13,0,0,97,45027,10,9,1994,0,1,33,3355,864,1,8,3948.12
50974,80,0,0,39,86068,3,1,1993,0,1,5557,3422,947,1,10,5100.64
21796,25,0,1,8,21907,4,3,2009,1,0,2344,8818,302,1,6,2184.96
85883,94,0,0,63,71589,5,4,1991,0,1,4613,9853,793,0,5,8590.52
61141,97,0,1,83,8703,7,4,1997,0,0,1208,3713,333,0,5,6121.4
9833,23,1,0,66,99623,5,7,2003,1,1,3157,6328,895,0,9,990.44
41441,21,1,0,88,92629,4,9,1990,0,1,2349,9601,292,1,5,4156.42
3996,65,0,0,37,80458,5,4,1999,0,0,3247,3166,101,1,0,402.01
26073,59,0,1,23,95318,10,10,2006,0,0,1018,1776,420,1,8,2612.19
83281,55,1,0,2,63544,8,7,2015,0,1,245,5013,152,0,6,8332.69
23248,3,1,1,20,62473,5,10,1993,1,0,9164,9939,855,0,2,2331.24
43262,98,1,1,86,85312,4,4,2016,0,1,310,30,677,1,6,4338.5
78847,12,1,0,30,58735,7,8,2005,1,0,4919,2179,424,0,8,7888.0
60250,79,1,0,16,37239,4,1,2019,1,1,8429,899,149,1,2,6031.09
63297,8,0,1,23,8537,3,10,1991,1,0,1777,5406,525,1,0,6336.86
6009,55,0,1,56,24848,6,7,2019,1,1,3216,1084,679,1,9,610.18
75504,19,1,0,62,34162,6,1,2020,1,0,3815,841,968,0,1,7558.11
52178,15,1,0,96,73210,10,7,2018,0,0,4680,8200,332,0,10,5228.45
51058,63,0,1,26,31908,6,4,2009,1,1,7111,5374,676,0,2,5109.87
43251,88,0,0,43,60814,3,10,2001,0,0,2001,4900,791,0,3,4326.83
10051,10,1,0,34,24751,10,4,1998,0,0,4642,5231,450,0,5,1010.72
48642,56,1,0,87,67962,5,3,2020,0,0,3600,2728,145,0,7,4869.84
87547,11,0,0,81,68456,1,4,2008,0,0,7269,1015,715,1,4,8756.08
15321,53,0,0,8,57521,1,4,2014,1,1,2829,2827,853,1,1,1533.28
93568,51,1,0,31,54245,5,5,2017,0,0,2633,2275,317,1,7,9362.31
75293,31,0,0,89,91810,4,3,2021,1,1,2893,6950,166,1,6,7535.98
70068,31,1,1,100,3231,10,4,2004,1,1,7170,1743,658,0,0,7015.76
9517,74,0,0,29,14348,2,5,2018,1,1,7731,4629,636,0,8,953.04
81639,62,0,0,15,62214,3,4,2009,0,1,2068,176,438,0,6,8165.7
86183,10,1,1,31,5386,7,10,2010,0,0,8389,8395,637,0,0,8624.35
76316,99,0,0,56,27703,7,1,1995,0,0,9431,262,566,1,2,7634.33
57210,10,1,0,49,28837,10,2,2000,0,1,4533,5822,710,1,8,5728.62
62805,89,0,1,67,53836,3,7,1999,0,1,9898,1555,877,0,8,6288.11
62598,39,1,1,83,207,2,3,2008,1,0,4585,7347,405,0,7,6271.21
93706,50,0,0,59,5353,3,6,1999,1,1,688,9514,542,0,0,9376.36
26440,41,0,1,58,94901,3,7,2016,0,0,5613,1327,132,0,5,2651.41
71332,68,1,0,62,92717,2,2,1995,1,0,644,6124,676,0,9,7141.08
17818,61,0,1,32,86721,3,5,1998,0,1,2631,1246,329,0,2,1785.82
17633,28,0,0,83,83228,6,2,2013,1,0,1644,8999,162,1,2,1767.49
60067,78,0,0,20,83189,2,1,2002,1,0,7403,829,638,0,7,6008.2
22004,18,0,1,24,72132,1,3,2012,1,1,2283,1132,377,0,3,2206.73
76859,82,1,0,13,73715,2,9,1996,0,1,9005,4019,826,1,1,7687.94
34208,43,1,1,2,3418,10,1,2013,0,0,5868,1404,508,1,0,3428.75
97653,53,0,1,76,29078,2,5,2006,1,1,415,2055,137,1,7,9776.23
54000,100,1,1,25,76760,5,4,1994,1,0,3108,9254,712,1,10,5407.49
41759,49,0,1,64,50167,3,10,1995,0,1,7628,3413,557,1,4,4181.32
72527,14,1,1,12,84533,9,6,1995,1,0,8820,9541,418,0,7,7256.62
71591,20,1,0,58,46834,7,4,1998,0,0,6486,3310,366,0,0,7165.98
3206,100,1,0,72,45319,1,7,1990,0,0,8185,9120,343,1,8,331.1
99552,28,1,1,49,50409,10,1,1993,1,0,1361,1127,525,1,6,9964.33
